84602,1240,15342
19312,73265,90220
68381,17791,12331
25791,62125,72992
83993,51332,91043
55991,63864,14232
98728,24079,16924
96222,94262,35026
49125,49391,75939
56033,20045,96919
69991,82259,88570
49433,60049,21855
3928,66365,24248
28541,15765,69778
34169,41610,39790
84666,71814,38560
17448,25626,26114
93454,70265,92288
73328,29249,304
43797,80405,33944
89109,41369,96651
96436,17857,24577
86956,90559,73135
94883,74677,66177
25805,44365,89639
79623,17355,90053
87727,36472,59579
58125,24225,16162
32574,37156,20255
77544,44031,67013
77057,98771,13667
7822,28783,14422
51887,997,13367
72175,76237,77935
10853,24227,24980
28914,97244,92926
89621,29413,83175
42434,60241,49109
14092,49561,4924
82416,61312,87270
41072,32657,10755
17533,88263,24982
82872,79505,63928
88140,88540,61394
21399,30557,31587
56079,69828,92052
20003,31916,24626
5625,527,50316
40987,82125,11625
44241,90116,89354
79380,38929,63868
42208,1416,64661
87795,35156,62842
36578,91727,16835
62994,78242,20410
40010,55049,52434
62037,81158,85821
57258,59617,51662
88437,10036,37193
57722,15075,1301
90720,75992,84470
71625,40527,15313
64002,73915,30102
27337,58402,1277
53871,7184,56636
17747,56459,13030
10586,47262,27776
5975,19391,90437
14627,20125,52752
23461,31006,70914
16339,26894,9063
77029,89324,22032
32009,39221,14836
49,3001,95680
10989,95146,61823
68109,75720,21858
78839,60957,60601
2276,55235,66375
85416,99055,95478
23160,99968,31324
4997,45293,86070
34036,99166,66675
40099,66870,92517
87373,14237,40248
5790,73368,97271
96811,77691,78528
28637,23642,74627
72768,2536,19924
40372,74265,93171
66907,36271,72768
23293,41156,66513
73777,82639,41678
20661,94367,52119
18913,63093,57122
95497,65342,55187
91866,80243,59167
67677,177,90522
13743,67304,25985
902,34903,90855
19627,12385,98814
31292,71508,81268
46238,92745,16002
34908,21055,44615
83384,716,26499
48411,76593,30179
10767,5741,15570
77891,42587,1241
72067,66707,79102
92329,85486,99418
50450,10230,6402
3590,18980,85560
46482,2353,48835
39284,61356,42348
30691,79739,77303
34675,1840,99438
14142,45960,36594
4985,63952,99675
40204,63207,55487
8187,78309,40972
51606,79862,76352
81837,94803,12581
94633,87915,50241
40218,39615,39541
1176,43368,56243
83486,91578,41204
36432,99169,62842
8106,47271,6711
3067,33308,27710
1078,14477,99283
74327,93626,17530
62621,62142,71945
98337,5131,53386
77443,82697,91249
90561,69070,87618
36557,56288,32861
76330,10286,94316
97833,80885,68903
8119,86730,77283
37623,96695,17882
10187,19541,14281
55366,90619,48048
90574,97036,92226
95332,61835,82598
75725,78883,7757
80994,91948,47607
83496,82049,80442
90842,75886,21621
60929,66510,94685
32136,41293,40835
57342,46954,59177
31479,14096,32940
70190,41124,41186
61993,68258,10066
56487,10372,11363
37548,64025,40935
56098,63444,42741
44922,18741,38422
68554,8727,59373
73692,6715,9846
73685,65320,69577
12629,8122,55274
90987,26748,35689
77087,86483,52947
28989,51169,14364
85308,94552,39236
18407,76175,28479
42679,62803,28297
71558,72318,83747
33481,75658,21203
2445,73021,99273
74922,80121,38483
26023,94884,79528
35378,63953,43794
85424,46877,49089
30339,63028,54999
52041,88112,74827
87218,51543,94061
97148,19286,98068
97585,16865,64557
16303,33670,89156
32072,91733,68345
33807,45594,15339
66835,7937,27011
16243,95949,55237
50346,33926,48337
16568,84692,3359
72260,22733,34270
2495,85349,38872
97152,41819,62645
10357,47766,29882
143,74493,75739
92546,36162,60482
10124,42451,49614
44708,24968,20053
70714,60024,63151
59803,24461,59488
59801,70994,57592
98193,76110,79709
67309,45275,26662
18077,85362,53701
58036,2391,68722
62437,99568,40303
91817,56641,96113
97456,22799,71597
61894,29043,34441
58306,79531,5532
49925,78798,51578
87040,71044,23248
904,43005,88652
662,7460,13460
22635,67587,44667
62303,4783,69609
15301,85440,53294
34739,85626,84484
37275,54688,40501
70024,3638,97501
66211,40625,3679
97010,9909,10909
18567,46278,6442
71197,85847,73242
42622,36759,30137
16708,35096,97695
53497,58378,28383
73536,17562,24573
4450,48877,68783
11366,22418,58542
9084,35055,47436
70191,80608,81053
60000,97672,19788
47480,72558,65411
92060,22978,88211
29433,64523,33758
68883,68004,24751
63721,97302,59271
45669,29020,11165
16430,9722,48878
9461,6091,91805
36330,13416,12360
6244,63108,48989
59083,15228,73823
78194,73704,86970
16318,74581,77553
63732,62289,28402
55380,30776,48717
1758,78956,65312
23939,88586,99893
33078,19297,81526
3526,97131,77473
7223,29935,93519
12306,85854,43307
78129,12296,73717
22421,39188,61047
72176,46156,41137
40959,3168,76720
34501,62285,50647
92959,9971,65981
66540,48616,56576
65786,72,90716
54397,23098,27609
55868,29963,95566
45150,66071,60242
4139,43077,27462
34661,22922,95131
91351,47635,65703
77609,77007,17143
52266,49578,1573
27142,13434,38304
98310,18615,18794
75915,44404,87837
41106,73219,61540
74527,42003,42897
89198,90892,91333
33883,55651,93265
19771,96944,28303
73814,16686,66000
43281,93229,24630
41488,18619,86938
51089,2502,34268
40579,47459,49889
92950,36165,75612
52054,70766,49255
45468,87811,9631
16301,41931,15054
37327,34594,50045
46468,65654,42745
84630,64889,10840
2395,18980,4225
25359,77312,10705
677,72388,36596
84895,59507,96489
26806,4284,27329
56083,69811,39179
31968,87318,98009
19641,16390,33685
29371,87080,17609
98975,75885,76348
73796,86380,44490
10041,76780,35406
16715,4410,40403
31806,80507,49599
16681,43521,83080
38980,61708,83720
79010,85138,43525
26198,25436,66994
6516,2266,39430
34188,41927,20601
20166,27486,19927
25209,61707,18449
3969,17518,58732
78720,48068,77923
41691,97476,83728
85220,66762,94648
67865,1206,53102
42960,7326,22316
80289,49198,34745
92981,84315,35393
58848,77106,74092
55085,88245,27863
12056,25041,58786
23050,93446,15696
22039,17436,27038
36329,57124,36656
75037,56123,94485
13705,87594,97588
21972,71503,55411
22576,28611,38307
66509,46575,16395
60059,56067,78167
26253,40913,73550
96245,21083,3597
3096,77457,144
51630,81612,44991
78530,29743,86309
72162,9827,94309
57923,80847,5607
7049,87850,86083
72547,70311,3388
60164,45720,6469
13513,98587,8639
5592,33002,37816
9208,90741,41359
88092,88207,81143
14408,5422,57244
84189,59472,29593
19951,78793,17791
83381,96903,94447
23176,15543,90136
23819,54241,928
84929,19002,20115
83781,99603,94490
6567,57033,10789
7173,7272,54649
98783,28005,14103
21207,4621,92701
72307,16149,18911
28981,6365,52474
34051,36654,14648
61322,89332,45445
4032,98413,52428
90336,66770,56599
92255,42511,82831
44927,65064,77655
91933,20231,17256
85143,15508,76991
91095,49177,3257
87334,40486,14543
78610,10908,26023
94233,91463,46356
68647,70942,56508
19076,47746,11328
84151,89110,38780
62130,85696,62470
24168,25864,98636
93568,95630,13648
98275,93302,82799
86827,84740,72720
47090,17976,94982
3992,4081,94395
2427,39454,89910
84922,54298,98300
83722,73,32
25480,87723,79242
70882,4174,55849
21255,38423,81480
40813,47055,60752
55211,94857,8461
93270,90974,41993
73629,14088,54576
26895,69126,81407
81232,8709,7376
85611,75039,85461
95786,86618,68622
17914,5286,87205
41929,39892,68358
5253,32844,47326
3631,87775,91987
10328,408,92666
74815,44356,94337
31293,390,58281
77455,67795,76314
2262,92300,55569
20673,8018,91753
25038,46005,22067
11747,31495,87875
10693,12425,10153
6096,78276,30862
45315,93857,10568
42452,40025,46638
86632,12986,14986
55619,10623,4743
84917,50342,92946
70022,65698,62359
63460,68324,86215
69812,63461,99081
89425,5080,32679
72704,52706,21201
59255,96935,78609
63753,79723,33534
64064,43563,19878
58508,55122,51353
31728,15928,11490
61559,64696,95413
12180,91528,76964
43137,22352,80654
44380,68471,49111
37229,16272,67768
48176,38609,39469
14154,6711,21324
71170,70303,43506
34776,8172,59086
4358,67022,12387
65423,26896,59646
31349,59000,39189
75896,26111,90486
94713,51035,89014
68967,32272,54333
79541,22472,53438
10478,29807,50241
97113,35456,82161
19794,46791,23627
62499,45744,61756
2867,64636,13644
80294,41832,6952
10972,97309,25001
98587,90815,70027
92977,64451,5577
6552,41760,54166
67880,77538,70457
35314,86685,36254
83116,84501,64077
6328,49069,43414
20725,180,33554
56261,28017,48065
57023,59239,21883
83405,59627,59076
74307,9450,33971
41426,45545,54871
76397,97986,60001
10096,85302,49892
84453,27141,39881
29602,61980,2779
77731,13356,27279
32438,4216,3071
78847,69162,21339
17470,19304,33022
49223,50115,78651
52994,26085,60473
33065,81015,39603
51178,61408,19655
16170,13178,77943
25093,80117,62120
